800.70	1	0.0
747.82	1	0.0
305.30	1	0.0
070.33	1	0.0
730.23	1	0.0
821.22	1	0.0
669.11	1	0.0
800.75	1	0.0
646.21	1	0.0
814.02	1	0.0
656.41	1	0.0
151.1	1	0.0
821.32	1	0.0
32.	1	0.0
748.2	1	0.0
737.32	1	0.0
E968.7	1	0.0
344.02	1	0.0
375.56	1	0.0
005.81	1	0.0
078.89	1	0.0
282.7	1	0.0
897.0	1	0.0
96.53	1	0.0
801.60	1	0.0
861.03	1	0.0
201.92	1	0.0
98.21	1	0.0
811.10	1	0.0
596.55	1	0.0
350.9	1	0.0
806.8	1	0.0
33.9	1	0.0
013.25	1	0.0
66.69	1	0.0
900.02	1	0.0
534.41	1	0.0
38.57	1	0.0
719.13	1	0.0
730.13	1	0.0
892.2	1	0.0
352.2	1	0.0
305.71	1	0.0
928.00	1	0.0
79.38	1	0.0
52.92	1	0.0
801.41	1	0.0
V53.99	1	0.0
960.5	1	0.0
806.02	1	0.0
84.19	1	0.0
E858.5	1	0.0
097.9	1	0.0
991.2	1	0.0
E811.0	1	0.0
15.7	1	0.0
20.7	1	0.0
343.1	1	0.0
600.11	1	0.0
953.0	1	0.0
904.42	1	0.0
397.1	1	0.0
988.1	1	0.0
E865.5	1	0.0
590.11	1	0.0
008.62	1	0.0
866.13	1	0.0
924.3	1	0.0
E943.3	1	0.0
250.23	1	0.0
V10.59	1	0.0
525.11	1	0.0
851.35	1	0.0
944.23	1	0.0
76.11	1	0.0
621.30	1	0.0
44.91	1	0.0
784.61	1	0.0
365.89	1	0.0
E831.1	1	0.0
523.30	1	0.0
163.0	1	0.0
995.89	1	0.0
813.13	1	0.0
368.47	1	0.0
649.14	1	0.0
E000.0	1	0.0
863.84	1	0.0
846.1	1	0.0
333.81	1	0.0
275.02	1	0.0
801.50	1	0.0
249.80	1	0.0
E938.6	1	0.0
812.54	1	0.0
21.4	1	0.0
17.56	1	0.0
032.9	1	0.0
054.13	1	0.0
695.14	1	0.0
602.1	1	0.0
714.2	1	0.0
64.98	1	0.0
677	1	0.0
79.84	1	0.0
648.11	1	0.0
41.99	1	0.0
715.93	1	0.0
719.58	1	0.0
536.9	1	0.0
593.73	1	0.0
43.82	1	0.0
784.43	1	0.0
953.1	1	0.0
86.96	1	0.0
377.51	1	0.0
E933.4	1	0.0
784.91	1	0.0
60.95	1	0.0
339.20	1	0.0
527.8	1	0.0
814.11	1	0.0
304.43	1	0.0
342.12	1	0.0
136.1	1	0.0
79.46	1	0.0
787.04	1	0.0
805.5	1	0.0
729.90	1	0.0
43.6	1	0.0
529.6	1	0.0
344.41	1	0.0
202.03	1	0.0
295.64	1	0.0
203.12	1	0.0
753.14	1	0.0
620.9	1	0.0
909.5	1	0.0
173.8	1	0.0
649.31	1	0.0
V27.1	1	0.0
78.62	1	0.0
954.0	1	0.0
E934.0	1	0.0
46.4	1	0.0
756.16	1	0.0
670.12	1	0.0
157.3	2	0.0
999.1	2	0.0
E931.8	2	0.0
293.83	2	0.0
719.05	2	0.0
60.94	2	0.0
035	2	0.0
27.24	2	0.0
445.81	2	0.0
89.22	2	0.0
989.4	2	0.0
E950.6	2	0.0
996.93	2	0.0
810.10	2	0.0
564.01	2	0.0
245.9	2	0.0
996.45	2	0.0
82.41	2	0.0
40.9	2	0.0
652.61	2	0.0
656.51	2	0.0
873.53	2	0.0
477.0	2	0.0
642.24	2	0.0
E932.8	2	0.0
840.9	2	0.0
249.11	2	0.0
42.11	2	0.0
851.89	2	0.0
756.89	2	0.0
E884.5	2	0.0
V10.29	2	0.0
702.8	2	0.0
815.10	2	0.0
39.93	2	0.0
378.00	2	0.0
48.79	2	0.0
952.14	2	0.0
228.1	2	0.0
983.9	2	0.0
727.04	2	0.0
537.81	2	0.0
454.1	2	0.0
365.65	2	0.0
495.8	2	0.0
57.93	2	0.0
878.0	2	0.0
533.00	2	0.0
664.01	2	0.0
389.12	2	0.0
900.01	2	0.0
58.0	2	0.0
814.03	2	0.0
576.9	2	0.0
813.08	2	0.0
512.84	2	0.0
883.1	2	0.0
82.46	2	0.0
176.9	2	0.0
727.43	2	0.0
908.0	2	0.0
82.0	2	0.0
79.27	2	0.0
874.12	2	0.0
22.6	2	0.0
13.41	2	0.0
13.71	2	0.0
404.90	2	0.0
79.88	2	0.0
536.1	2	0.0
23.01	2	0.0
45.01	2	0.0
V60.4	2	0.0
58.31	2	0.0
951.3	2	0.0
634.11	2	0.0
870.1	2	0.0
814.09	2	0.0
680.6	2	0.0
304.81	2	0.0
78.52	2	0.0
44.2	2	0.0
865.12	2	0.0
70.72	2	0.0
719.40	2	0.0
12.92	2	0.0
852.24	2	0.0
80.73	2	0.0
852.03	2	0.0
712.26	2	0.0
E932.2	2	0.0
422.0	2	0.0
376.89	2	0.0
751.60	2	0.0
79.73	2	0.0
402.00	2	0.0
728.3	2	0.0
802.35	2	0.0
22.9	2	0.0
49.2	2	0.0
42.1	2	0.0
236.7	2	0.0
651.01	2	0.0
669.34	2	0.0
E957.0	2	0.0
300.15	2	0.0
958.99	2	0.0
783.6	2	0.0
176.4	2	0.0
288.02	2	0.0
202.70	2	0.0
83.77	2	0.0
249.60	2	0.0
795.39	2	0.0
85.11	2	0.0
355.0	2	0.0
378.53	2	0.0
78.14	2	0.0
362.52	2	0.0
53.84	2	0.0
865.10	2	0.0
348.81	2	0.0
V90.81	2	0.0
274.02	2	0.0
974.7	2	0.0
204.02	2	0.0
24.32	2	0.0
17.35	2	0.0
E927.0	2	0.0
E000.8	2	0.0
780.72	2	0.0
312.30	2	0.0
81.93	2	0.0
176.0	2	0.0
902.42	2	0.0
378.55	2	0.0
V54.82	2	0.0
206.00	2	0.0
904.51	2	0.0
76.1	2	0.0
339.3	2	0.0
611.79	2	0.0
642.33	2	0.0
V15.42	2	0.0
E946.0	2	0.0
239.89	2	0.0
732.4	2	0.0
404.92	3	0.0
394.9	3	0.0
750.9	3	0.0
852.46	3	0.0
904.1	3	0.0
89.63	3	0.0
868.19	3	0.0
273.0	3	0.0
595.89	3	0.0
786.02	3	0.0
V01.7	3	0.0
599.1	3	0.0
58.22	3	0.0
802.27	3	0.0
887.2	3	0.0
730.04	3	0.0
784.1	3	0.0
726.2	3	0.0
715.94	3	0.0
82.09	3	0.0
E958.5	3	0.0
65.63	3	0.0
53.05	3	0.0
77.41	3	0.0
20.49	3	0.0
663.31	3	0.0
659.51	3	0.0
22.41	3	0.0
879.7	3	0.0
850.0	3	0.0
259.9	3	0.0
018.94	3	0.0
872.02	3	0.0
85.94	3	0.0
395.1	3	0.0
31.73	3	0.0
31.98	3	0.0
595.2	3	0.0
